ID,DATA,DIALOG,CLASS,,
4255,ปวดบิดเป็นพักๆ ที่บริเวณท้องน้อย,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4256,เจ็บท้องน้อยในผู้หญิง,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4257,เจ็บท้องน้อยในผู้หญิงวัยเจริญพันธุ์,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4258,มีอาการปวดเจ็บบริเวณท้องน้อย,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4259,เจ็บหน่วงที่บริเวณท้องน้อย,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4260,เจ็บบิดเป็นพักๆ บริเวณที่ท้องน้อย,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4261,มีอาการปวดเจ็บบริเวณท้องน้อยในผู้หญิง,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4262,เจ็บหน่วงที่บริเวณท้องน้อยในวัยรุ่น,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4263,เจ็บบิดเป็นพักๆ บริเวณที่ท้องน้อยในวัยหนุ่มสาว,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4264,ปวดท้องน้อยเนื่องจากไข่ตก,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4265,อาการปวดช่องท้องด้านล่างบริเวณอุ้งเชิงกราน,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4266,ภาวะปวดท้องน้อยเรื้อรัง,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4267,อาการปวดท้องน้อย,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4268,เจ็บท้องน้อย ในผู้หญิง,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4269,ปวดบริเวณท้องน้อย ในวัยรุ่น,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4270,เจ็บหน่วงที่บริเวณท้องน้อยในวัยหนุ่มสาว,46,ปวดท้องน้อยในผู้หญิงวัยเจริญพันธุ์,,
4271,ท้องเดิน,47,ท้องเดิน,,
4272,มีอาการถ่ายเป็นน้ำ,47,ท้องเดิน,,
4273,ถ่ายเหลว,47,ท้องเดิน,,
4274,ถ่ายเหลวบ่อยครั้ง,47,ท้องเดิน,,
4275,ถ่ายเป็นน้ำ,47,ท้องเดิน,,
4276,มีอาการถ่ายท้องเป็นน้ำ,47,ท้องเดิน,,
4277,ถ่ายท้องเหลว,47,ท้องเดิน,,
4278,ถ่ายท้องเหลวบ่อยครั้ง,47,ท้องเดิน,,
4279,ถ่ายท้องเป็นน้ำ,47,ท้องเดิน,,
4280,มีอาการท้องเดิน,47,ท้องเดิน,,
4281,ถ่ายเป็นของเหลว,47,ท้องเดิน,,
4282,ถ่ายอุจจาระเหลวมากและบ่อยกว่าท้องเสีย,47,ท้องเดิน,,
4283,ถ่ายอุจจาระเหลวมาก,47,ท้องเดิน,,
4284,ภาวะที่มีการถ่ายเป็นน้ำหรือถ่ายเหลวมากกว่าวันละ 3 ครั้ง,47,ท้องเดิน,,
4285,มีอาการถ่ายอุจจาระเป็นน้ำ,47,ท้องเดิน,,
4286,ถ่ายอุจจาระเหลว,47,ท้องเดิน,,
4287,ถ่ายอุจจาระเหลวบ่อยครั้ง,47,ท้องเดิน,,
4288,ถ่ายอุจจาระเป็นน้ำ,47,ท้องเดิน,,
4289,มีอาการถ่ายอุจจาระเป็นน้ำ,47,ท้องเดิน,,
4290,ถ่ายอุจจาระท้องเหลว,47,ท้องเดิน,,
4291,ถ่ายอุจจาระท้องเหลวบ่อยครั้ง,47,ท้องเดิน,,
4292,มีอุจจาระร่วง,47,ท้องเดิน,,
4293,อุจจาระร่วง,47,ท้องเดิน,,
4294,ผมมีอาการท้องร่วงรุนแรง,47,ท้องเดิน,,
4295,ฉันมีมีอาการถ่ายอุจจาระเป็นน้ำ,47,ท้องเดิน,,
4296,ผมถ่ายเหลว,47,ท้องเดิน,,
4297,ฉันถ่ายเป็นน้ำ,47,ท้องเดิน,,
4298,ผมถ่ายอุจจาระเหลว,47,ท้องเดิน,,
4299,ผมมีอุจจาระร่วง,47,ท้องเดิน,,
4300,ผมมีอาการท้องเดิน,47,ท้องเดิน,,
4301,ท้องเดินเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4302,ท้องเดินเป็นมาหลายวัน,48,ท้องเดินเรื้อรัง,,
4303,มีอาการถ่ายเป็นน้ำหลายวัน,48,ท้องเดินเรื้อรัง,,
4304,ถ่ายเหลวเป็นๆหายๆ,48,ท้องเดินเรื้อรัง,,
4305,ถ่ายเหลวบ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4306,ถ่ายเป็นน้ำเรื้อรัง,48,ท้องเดินเรื้อรัง,,
4307,มีอาการถ่ายท้องน้ำเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4308,ถ่ายท้องเหลวบ่อยครั้งนานหลายวัน,48,ท้องเดินเรื้อรัง,,
4309,ถ่ายท้องเหลวบ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4310,ถ่ายท้องเป็นน้ำบ่อยครั้งและเป็นมานาน,48,ท้องเดินเรื้อรัง,,
4311,มีอาการท้องเดินเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4312,ถ่ายเป็นของเหลวมานานหลายวัน,48,ท้องเดินเรื้อรัง,,
4313,ถ่ายอุจจาระเหลวมากและบ่อยกว่าท้องเสียมีอาการแบบนี้บ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4314,ถ่ายอุจจาระเหลวมากเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4315,ภาวะที่มีการถ่ายเป็นน้ำหรือถ่ายเหลวมากกว่าวันละ 3 ครั้ง,48,ท้องเดินเรื้อรัง,,
4316,มีอาการถ่ายอุจจาระเป็นน้ำบ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4317,ถ่ายอุจจาระเหลวเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4318,ถ่ายอุจจาระเหลวบ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4319,ถ่ายอุจจาระเป็นน้ำมานานหลายวัน,48,ท้องเดินเรื้อรัง,,
4320,มีอาการถ่ายอุจจาระเป็นน้ำ มีอาการแบบนี้เป็นประจำ,48,ท้องเดินเรื้อรัง,,
4321,ถ่ายอุจจาระท้องเหลวอยู่บ่อยๆ,48,ท้องเดินเรื้อรัง,,
4322,ถ่ายอุจจาระท้องเหลวบ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4323,มีอุจจาระร่วงเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4324,อุจจาระร่วงประจำ,48,ท้องเดินเรื้อรัง,,
4325,ผมมีอาการท้องร่วงรุนแรงประจำ,48,ท้องเดินเรื้อรัง,,
4326,ฉันมีมีอาการถ่ายอุจจาระเป็นน้ำบ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4327,ผมถ่ายเหลวบ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4328,ฉันถ่ายเป็นน้ำมานานหลายวัน,48,ท้องเดินเรื้อรัง,,
4329,ผมถ่ายอุจจาระเหลวเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4330,ผมมีอุจจาระร่วงบ่อย,48,ท้องเดินเรื้อรัง,,
4331,ผมมีอาการท้องเดินบ่อย,48,ท้องเดินเรื้อรัง,,
4332,อาการท้องเดินเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4333,มีอาการท้องเดินเป็นมาหลายวัน,48,ท้องเดินเรื้อรัง,,
4334,อาการถ่ายเหลวเป็นๆหายๆ,48,ท้องเดินเรื้อรัง,,
4335,มีอาการถ่ายเหลวบ่อยครั้ง,48,ท้องเดินเรื้อรัง,,
4336,อาการถ่ายเป็นน้ำเรื้อรัง,48,ท้องเดินเรื้อรัง,,
4337,มีอาการอุจจาระเป็นน้ำเรื้อรัง,48,ท้องเดินเรื้อรัง,,
4338,มีอาการอุจจาระเป็นน้ำเหลวหลายวัน,48,ท้องเดินเรื้อรัง,,
4339,อุจจาระเป็นของเหลวมานานหลายวัน,48,ท้องเดินเรื้อรัง,,
4340,ถ่ายอุจจาระเป็นของเหลวอยู่บ่อย,48,ท้องเดินเรื้อรัง,,
4341,อุจจาระออกมาเป็นน้ำหลายวัน,48,ท้องเดินเรื้อรัง,,
4342,ถ่ายเป็นของเหลวหลายวัน,48,ท้องเดินเรื้อรัง,,
4343,มีอาการท้องเดินเรื้อรัง,48,ท้องเดินเรื้อรัง,,
4344,ท้องเดินเป็นประจำ,48,ท้องเดินเรื้อรัง,,
4345,ท้องเดินหลายวัน,48,ท้องเดินเรื้อรัง,,
4346,มีอาการท้องเดินอยู่บ่อยๆ,48,ท้องเดินเรื้อรัง,,
4347,มีอาการท้องเดินอยู่เป็นประจำ,48,ท้องเดินเรื้อรัง,,
4348,ถ่ายเหลวเป็นระยะเวลาหลายวัน,48,ท้องเดินเรื้อรัง,,
4349,ถ่ายอุจจาระเป็นน้ำเหลว,48,ท้องเดินเรื้อรัง,,
4350,ผมมีอาการท้องเดินบ่อยประจำ,48,ท้องเดินเรื้อรัง,,
4351,บิด,49,บิด,,
4352,มีอาการถ่ายเป็นมูก,49,บิด,,
4353,ถ่ายเป็นมูก,49,บิด,,
4354,มูกปนเลือด,49,บิด,,
4355,มูกปนเลือดกะปริดปะปรอยบ่อยครั้ง,49,บิด,,
4356,มูกปนเลือดกะปริดปะปรอย,49,บิด,,
4357,มีอาการบิด,49,บิด,,
4358,อาการท้องเสียอย่างรุนแรง,49,บิด,,
4359,โรคบิด,49,บิด,,
4360,อาการท้องเสียชนิดมีเลือด,49,บิด,,
4361,อาการท้องเสียชนิดมีเลือดหรือมูกปนเลือด,49,บิด,,
4362,อาการท้องเสียชนิดมูกปนเลือด,49,บิด,,
4363,อาการปวดบิด,49,บิด,,
4364,อาการถ่ายเป็นมูก,49,บิด,,
4365,ถ่ายเป็นมูกปนเลือด,49,บิด,,
4366,มีอาการอุจจาระเป็นมูก,49,บิด,,
4367,อุจจาระเป็นมูก,49,บิด,,
4368,อาการอุจจาระเป็นมูก,49,บิด,,
4369,อุจจาระเป็นมูกปนเลือด,49,บิด,,
4370,ถ่ายอุจจาระมูกปนเลือด,49,บิด,,
4371,ถ่ายอุจจาระมูกปนเลือดกะปริดปะปรอยบ่อยครั้ง,49,บิด,,
4372,ถ่ายอุจจาระมูกปนเลือดกะปริดปะปรอย,49,บิด,,
4373,มีอาการบิดท้อง,49,บิด,,
4374,ถ่ายเป็นมูกเลือดจำนวนมาก,49,บิด,,
4375,ผมมีอาการถ่ายเป็นเลือด,50,ถ่ายเป็นเลือด,,
4376,อาการของฉันมีอุจจาระเป็นเลือด,50,ถ่ายเป็นเลือด,,
4377,อุจจาระเป็นมูกเลือด,49,บิด,,
4378,บิด มูกเลือด,49,บิด,,
4379,บิด อุจจารเป็นะมูกเลือด,49,บิด,,
4380,ฉันมีอาการถ่ายเป็นเลือด,50,ถ่ายเป็นเลือด,,
4381,การถ่ายอุจจาระของมันเป็นมูก,49,บิด,,
4382,เป็นมูกเลือดเมื่อเวลาถ่ายท้อง,49,บิด,,
4383,ถ่ายออกเป็นเลือด,49,บิด,,
4384,ถ่ายอุจจาระออกเป็นเลือด,50,ถ่ายเป็นเลือด,,
4385,อาการท้องเสียเป็นมูก,49,บิด,,
4386,อาการท้องเสียเป็นมูกเลือดจำนวนมาก,49,บิด,,
4387,ถ่ายอุจจาระเลือด,50,ถ่ายเป็นเลือด,,
4388,ถ่ายอุจจาระเป็นเลือด,50,ถ่ายเป็นเลือด,,
4389,ถ่ายเป็นเลือดจำนวนมาก,50,ถ่ายเป็นเลือด,,
4390,ถ่ายอุจจาระบิด,49,บิด,,
4391,ถ่ายท้องบิดรุนแรงมาก,49,บิด,,
4392,ถ่ายอุจจาระบิดรุนแรง,49,บิด,,
4393,ถ่ายขี้เป็นมูกเลย,49,บิด,,
4394,ถ่ายอุจจาระเป็นเลือดออกมา,50,ถ่ายเป็นเลือด,,
4395,ถ่ายเป็นเลือด,50,ถ่ายเป็นเลือด,,
4396,ขี้เป็นเลือด,50,ถ่ายเป็นเลือด,,
4397,ขี้เป็นมูกเลือด,49,บิด,,
4398,ถ่ายท้อง ขี้,49,บิด,,
4399,ถ่ายอุจจาระขี้,49,บิด,,
4400,ถ่ายอุจจาระหรือขี้มูกปนเลือด,49,บิด,,
4401,ถ่ายเป็นเลือด,50,ถ่ายเป็นเลือด,,
4402,ถ่ายเป็นแดงสด,50,ถ่ายเป็นเลือด,,
4403,ถ่ายเป็นเลือดดำ,50,ถ่ายเป็นเลือด,,
4404,เลือดออกทางทวารหนัก,50,ถ่ายเป็นเลือด,,
4405,ถ่ายออกเป็นเลือดทางทวารหนัก,50,ถ่ายเป็นเลือด,,
4406,กระผมมีเลือดออกทางทวารหนัก,50,ถ่ายเป็นเลือด,,
4407,ขี้เป็นเลือด,50,ถ่ายเป็นเลือด,,
4408,ขี้เป็นเลือดดำ,50,ถ่ายเป็นเลือด,,
4409,ถ่ายเป็นเลือดสด,50,ถ่ายเป็นเลือด,,
4410,ถ่ายเป็นเลือดออกทางทวารหนัก,50,ถ่ายเป็นเลือด,,
4411,เลือดออกตามก้น,50,ถ่ายเป็นเลือด,,
4412,เลือดออกที่ตูด,50,ถ่ายเป็นเลือด,,
4413,ถ่ายเป็นสีดำ,50,ถ่ายเป็นเลือด,,
4414,อุจจาระเป็นสีดำ,50,ถ่ายเป็นเลือด,,
4415,มีอาการถ่ายเป็นเลือด,50,ถ่ายเป็นเลือด,,
4416,ถ่ายเป็นสีดำทางก้น,50,ถ่ายเป็นเลือด,,
4417,อุจจาระเป็นสีดำทางก้น,50,ถ่ายเป็นเลือด,,
4418,มีอาการถ่ายเป็นเลือดทางก้น,50,ถ่ายเป็นเลือด,,
4419,เลือดออกจากทวารหนัก,50,ถ่ายเป็นเลือด,,
4420,ถ่ายแล้วมีอาการเลือดออกจากทวารหนัก,50,ถ่ายเป็นเลือด,,
4421,ขี้แล้วมีเลือดออก,50,ถ่ายเป็นเลือด,,
4422,มีเลือดออกตอนขี้,50,ถ่ายเป็นเลือด,,
4423,ขี้ออกมาเป็นสีดำ,50,ถ่ายเป็นเลือด,,
4424,ผมมีอาการขี้เป็นสีดำ,50,ถ่ายเป็นเลือด,,
4425,ผมขี้ออกมาแล้วมีเลือดออกตามมาด้วย,50,ถ่ายเป็นเลือด,,
4426,ถ่ายอุจจาระมีสีดำ,50,ถ่ายเป็นเลือด,,
4427,ขี้แล้วมีเลือด,50,ถ่ายเป็นเลือด,,
4428,มีเลือดออกมาจากตูด,50,ถ่ายเป็นเลือด,,
4429,มีเลือดออกมาจากก้น,50,ถ่ายเป็นเลือด,,
4430,ขี้แล้วมีเลือดออก,50,ถ่ายเป็นเลือด,,
4431,มีเลือดออกมาตอนกำลังถ่ายอุจจาระ,50,ถ่ายเป็นเลือด,,
4432,มีเลือดออกมาตอนกำลังขี้,50,ถ่ายเป็นเลือด,,
4433,ขี้อออกมาแล้วมีเลือดติดมากับขี้,50,ถ่ายเป็นเลือด,,
4434,ขี้เป็นเลือดสีดำ,50,ถ่ายเป็นเลือด,,
4435,ขี้เป็นเลือดสีแดงสด,50,ถ่ายเป็นเลือด,,
4436,ขณะกำลังนั่งขี้มีเลือดออกมา,50,ถ่ายเป็นเลือด,,
4437,ขี้แล้วมีเลือดติดมากับขี้ด้วย,50,ถ่ายเป็นเลือด,,
4438,ขี้แล้วมีเลือดออกมาจากตูด,50,ถ่ายเป็นเลือด,,
4439,ก้นมีเลือดออก,50,ถ่ายเป็นเลือด,,
4440,มีเลือดสีแดงสดออกมาจากทวารหนัก,50,ถ่ายเป็นเลือด,,
4441,มีอาการปวดท้องรุนแรงมาก,49,บิด,,
4442,อาการท้องเสียโดยอุจจาระแต่ละครั้งจะออกไม่มาก,49,บิด,,
4443,มีอาการปวดท้องรุนแรงมาก และถ่ายออกมาเป็นมูก,49,บิด,,
4444,ขี้ออกมาเป็นมูกปนกับเลือด,49,บิด,,
4445,ถ่ายเหลวเป็นมูกเลือด,49,บิด,,
4446,ปวดท้องบิดอย่างรุนแรง,49,บิด,,
4447,มีอาการรุนแรง ปวดท้องบิดอย่างรุนแรง,49,บิด,,
4448,อาการถ่ายอุจจาระเหลวครั้งละจำนวนน้อยแต่บ่อยครั้ง,49,บิด,,
4449,อุจจาระจะเป็นมูกและเลือด,49,บิด,,
4450,อุจจาระเป็นมูกน้ำเหลว,49,บิด,,
4451,ท้องผูก,51,ท้องผูก,,
4452,อุจจาระแข็ง,51,ท้องผูก,,
4453,ไม่ถ่ายอุจจาระนานหลายวัน,51,ท้องผูก,,
4454,อาการถ่ายลำบาก,51,ท้องผูก,,
4455,ถ่ายอุจจาระน้อยกว่าปกติ,51,ท้องผูก,,
4456,ใช้แรงเบ่งมากเวลาถ่ายอุจจาระ,51,ท้องผูก,,
4457,มีอาการถ่ายไม่สุด,51,ท้องผูก,,
4458,มีอาการปวดอยากถ่ายอีกภายหลังจากถ่ายอุจจาระไปแล้ว,51,ท้องผูก,,
4459,การที่ไม่มีการขับถ่ายหรือมีความถี่ในการขับถ่ายลดลงกว่าปกติ,51,ท้องผูก,,
4460,อุจจาระจะแห้งแข็ง,51,ท้องผูก,,
4461,ถ่ายอุจจาระน้อยกว่าปกติ,51,ท้องผูก,,
4462,ถ่ายอุจจาระไม่ออกเป็นเวลานาน,51,ท้องผูก,,
4463,มีอาการท้องผูก,51,ท้องผูก,,
4464,มีอาการอุจจาระแข็ง,51,ท้องผูก,,
4465,ไม่ขี้หลายวัน,51,ท้องผูก,,
4466,มีขี้แข็ง,51,ท้องผูก,,
4467,มีขี้แข็งและแห้ง,51,ท้องผูก,,
4468,ขี้ไม่เป็นเวลา,51,ท้องผูก,,
4469,ถ่ายอุจจาระไม่สุด,51,ท้องผูก,,
4470,ขี้ไม่สุด,51,ท้องผูก,,
4471,ขี้แล้วจะต้องใช้แรงในการเบ่งมาก,51,ท้องผูก,,
4472,ใช้แรงเบ่งมากเวลาถ่ายอุจจาระ,51,ท้องผูก,,
4473,ใช้แรงเบ่งขี้มาก,51,ท้องผูก,,
4474,ขี้รำบาก,51,ท้องผูก,,
4475,ท้องผูกหนักมาก,51,ท้องผูก,,
4476,ขี้ไม่ออกหลายวัน,51,ท้องผูก,,
4477,มีอาการไม่ขี้หลายวัน,51,ท้องผูก,,
4478,มีอาการขี้แข็ง,51,ท้องผูก,,
4479,มีขี้แข็งและแห้ง,51,ท้องผูก,,
4480,ขี้ไม่เป็นเวลา,51,ท้องผูก,,
4481,ถ่ายอุจจาระไม่สุด,51,ท้องผูก,,
4482,ขี้ไม่สุด,51,ท้องผูก,,
4483,ขี้แล้วจะต้องใช้แรงในการเบ่งมาก,51,ท้องผูก,,
4484,ใช้แรงเบ่งมากเวลาถ่ายอุจจาระ,51,ท้องผูก,,
4485,ใช้แรงเบ่งขี้มาก,51,ท้องผูก,,
4486,ขี้รำบาก,51,ท้องผูก,,
4487,ขี้ไม่ออกหลายวัน,51,ท้องผูก,,
4488,ผมมีอาการขี้ลำบากมากเลยครับ,51,ท้องผูก,,
4489,ผมถ่ายอุจจาระลำบาก,51,ท้องผูก,,
4490,ฉันเบ่งขี้ไม่ออก,51,ท้องผูก,,
4491,ผมขี้ไม่สุด,51,ท้องผูก,,
4492,ผมมีอาการใช่แรงขี้มาก,51,ท้องผูก,,
4493,มีอาการท้องผูกขี้ไม่ออก,51,ท้องผูก,,
4494,ถ่ายไม่สุดท้องผูก,51,ท้องผูก,,
4495,ขี้ไม่เป็นเวลาและขี้ไม่ออก,51,ท้องผูก,,
4496,ปวดขี้มากแต่ขี้ไม่ออก,51,ท้องผูก,,
4497,มีอาการขี้แข็ง,51,ท้องผูก,,
4498,ปวดขี้บ่อย ขี้ไม่สุด,51,ท้องผูก,,
4499,ปวดขี้ปวดท้องบ่อย,51,ท้องผูก,,
4500,ขี้แล้วจะต้องใช้แรงเบ่งเยอะ,51,ท้องผูก,,
4501,ปวดกระดูก,52,ปวดข้อ ปวดเอ็น,,
4502,ปวดข้อ,52,ปวดข้อ ปวดเอ็น,,
4503,ปวดเอ็น,52,ปวดข้อ ปวดเอ็น,,
4504,ปวดขัดในข้อ,52,ปวดข้อ ปวดเอ็น,,
4505,ข้อบวมแดงร้อน,52,ปวดข้อ ปวดเอ็น,,
4506,ปวดต้นคอ,52,ปวดข้อ ปวดเอ็น,,
4507,ปวดข้อไหล่,52,ปวดข้อ ปวดเอ็น,,
4508,ปวดข้อศอก,52,ปวดข้อ ปวดเอ็น,,
4509,ปวดข้อมือ,52,ปวดข้อ ปวดเอ็น,,
4510,ปวดข้อสะโพก,52,ปวดข้อ ปวดเอ็น,,
4511,ปวดข้อเข่า,52,ปวดข้อ ปวดเอ็น,,
4512,ปวดข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4513,ปวดข้อนิ้วมือนิ้วเท้า,52,ปวดข้อ ปวดเอ็น,,
4514,ปวดเส้นเอ็น,52,ปวดข้อ ปวดเอ็น,,
4515,มีอาการปวดข้อเข่าและบริเวณสะโพกมากเลยครับ,52,ปวดข้อ ปวดเอ็น,,
4516,ผมปวดตรงต้นคอและข้อศอก,52,ปวดข้อ ปวดเอ็น,,
4517,มีอาการปวดขัดในข้อ,52,ปวดข้อ ปวดเอ็น,,
4518,ปวดข้อมือและข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4519,เจ็บกระดูก,52,ปวดข้อ ปวดเอ็น,,
4520,เจ็บข้อ,52,ปวดข้อ ปวดเอ็น,,
4521,เจ็บเอ็น,52,ปวดข้อ ปวดเอ็น,,
4522,เจ็บขัดในข้อ,52,ปวดข้อ ปวดเอ็น,,
4523,ข้อบวมแดงร้อน,52,ปวดข้อ ปวดเอ็น,,
4524,เจ็บต้นคอ,52,ปวดข้อ ปวดเอ็น,,
4525,เจ็บข้อไหล่,52,ปวดข้อ ปวดเอ็น,,
4526,เจ็บข้อศอก,52,ปวดข้อ ปวดเอ็น,,
4527,เจ็บข้อมือ,52,ปวดข้อ ปวดเอ็น,,
4528,เจ็บข้อสะโพก,52,ปวดข้อ ปวดเอ็น,,
4529,เจ็บข้อเข่า,52,ปวดข้อ ปวดเอ็น,,
4530,เจ็บข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4531,เจ็บข้อนิ้วมือนิ้วเท้า,52,ปวดข้อ ปวดเอ็น,,
4532,เจ็บเส้นเอ็น,52,ปวดข้อ ปวดเอ็น,,
4533,เจ็บข้อมือข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4534,เจ็บและปวดหลายข้อที่พร้อมกัน,52,ปวดข้อ ปวดเอ็น,,
4535,ปวดข้อตามร่างกาย,52,ปวดข้อ ปวดเอ็น,,
4536,ปวดเจ็บข้อเท้ามากเลยครับ,52,ปวดข้อ ปวดเอ็น,,
4537,ปวดบริเวณข้อเท้า ข้อแขน ข้อกระดูก,52,ปวดข้อ ปวดเอ็น,,
4538,ผมปวดข้อกระดูกตรงข้อนิ้วมือนิ้วเท้า,52,ปวดข้อ ปวดเอ็น,,
4539,เจ็บกระดูกคอมากเลยครับ,52,ปวดข้อ ปวดเอ็น,,
4540,เจ็บเส้นเอ็นหรือพังผืดเวลาเคลื่อนไหว,52,ปวดข้อ ปวดเอ็น,,
4541,เจ็บเส้นเอ็ดบริเวณหัวเข่า,52,ปวดข้อ ปวดเอ็น,,
4542,ผมมีอาการเจ็บเส้นเอ็นที่ข้อแขนและปวดข้อเข่า,52,ปวดข้อ ปวดเอ็น,,
4543,ฉันมีอาการปวดขัดในข้อกระดูกข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4544,ปวดไหล่และต้นคอ,52,ปวดข้อ ปวดเอ็น,,
4545,เจ็บมากที่ข้อไหล่และข้อสะโพก,52,ปวดข้อ ปวดเอ็น,,
4546,ปวดข้อเอ็นหัวเข่าและข้อมือ,52,ปวดข้อ ปวดเอ็น,,
4547,ปวด ต้อคอ ข้อไหล่ ข้อศอก ข้อมือ ข้อสะโพก ข้อเข่า ข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4548,ปวดต้อคอ ปวดข้อไหล่ ปวดข้อศอก ปวดข้อมือ ปวดข้อสะโพก ปวดข้อเข่า ปวดข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4549,เจ็บเส้นเอ็นที่หัวเข่าเวลาขยับ,52,ปวดข้อ ปวดเอ็น,,
4550,เจ็บปวดที่เส้นเอ็นข้อแขน ข้อมือ ข้อเท้า เวลามีอาการเคลื่อนไหว,52,ปวดข้อ ปวดเอ็น,,
4551,ผมมีอาการปวดข้อเข่าเวลาเดิน,52,ปวดข้อ ปวดเอ็น,,
4552,ปวดข้อกระดูกที่เข่าเวลามีการเคลื่อนไหวร่างกาย,52,ปวดข้อ ปวดเอ็น,,
4553,เจ็บข้อกระดูกเวลาเดินหรือเคลื่อนไหว,52,ปวดข้อ ปวดเอ็น,,
4554,ปวดเจ็บข้อกระดูก,52,ปวดข้อ ปวดเอ็น,,
4555,อาการเจ็บกระดูกบริเวณข้อนิ้วเท้า,52,ปวดข้อ ปวดเอ็น,,
4556,ปวดข้อนิ้วเท้า,52,ปวดข้อ ปวดเอ็น,,
4557,ผมเจ็บปวดบริเวณสะโพก,52,ปวดข้อ ปวดเอ็น,,
4558,เจ็บกระดูกที่นิ้วเท้า,52,ปวดข้อ ปวดเอ็น,,
4559,เจ็บกระดูกข้อนิ้ว,52,ปวดข้อ ปวดเอ็น,,
4560,มีอาการเจ็บมากปวดมากบริเวณข้อเท้าและนิ้วเท้า,52,ปวดข้อ ปวดเอ็น,,
4561,อาการปวดข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4562,อาการเจ็บสะโพก,52,ปวดข้อ ปวดเอ็น,,
4563,มีอาการข้อบวมแดงร้อน,52,ปวดข้อ ปวดเอ็น,,
4564,ข้อกระดูกเข่าของผมมีอาการบวมร้อน,52,ปวดข้อ ปวดเอ็น,,
4565,ปวดเจ็บข้อพร้อมกันหลายที่,52,ปวดข้อ ปวดเอ็น,,
4566,เจ็บข้อกระดูกเข่าข้างซ้าย,52,ปวดข้อ ปวดเอ็น,,
4567,ปวดเส้นเอ็นข้อมือขวา,52,ปวดข้อ ปวดเอ็น,,
4568,ข้อเท้าบวมแดง,52,ปวดข้อ ปวดเอ็น,,
4569,ข้อเท้าข้างขวาบวมแดง,52,ปวดข้อ ปวดเอ็น,,
4570,ปวดข้อนิ้วเท้าข้างซ้ายมาก,52,ปวดข้อ ปวดเอ็น,,
4571,ปวดข้อเข่าข้อเท้าทั้งสองข้าง,52,ปวดข้อ ปวดเอ็น,,
4572,ผมมีอาการปวดเข่าเส้นเอ็นข้างเวลามีการเคลื่อนไหว,52,ปวดข้อ ปวดเอ็น,,
4573,เจ็บเส้นเอ็นข้างขวา,52,ปวดข้อ ปวดเอ็น,,
4574,เจ็บเส้นเอ็นข้อเท้าข้างขวา,52,ปวดข้อ ปวดเอ็น,,
4575,ปวดข้อไหล่เวลาขยับ,52,ปวดข้อ ปวดเอ็น,,
4576,กระผมมีอาการปวดข้อไหล่เมื่อมีการขยับตัว,52,ปวดข้อ ปวดเอ็น,,
4577,ฉันปวดข้อกระดูกที่ไหล่ ตอนเวลามีการขยับร่างกาย,52,ปวดข้อ ปวดเอ็น,,
4578,มีอาการบวมแดงของข้อเท้า,52,ปวดข้อ ปวดเอ็น,,
4579,ปวดเอ็นปวดข้อ,52,ปวดข้อ ปวดเอ็น,,
