ID,Data_Text,Result
2303,ผมมาพบปะกับผู้เยียวยาวันนี้จะต้องรับการรักษา,หมอนัด
2304,ผมมาพบปะกับผู้เยียวยาวันนี้มารับยา,หมอนัด
2305,ผมมาพบปะกับผู้เยียวยาวันนี้มาฉีดยา,หมอนัด
2306,ผมมาพบปะกับผู้เยียวยา,หมอนัด
2307,ผมผู้เยียวยานัดหมายมาวันนี้,หมอนัด
2308,ผมผู้เยียวยานัดหมายมาวันนี้จะต้องรับการรักษา,หมอนัด
2309,ผมผู้เยียวยานัดหมายมาวันนี้มารับยา,หมอนัด
2310,ผมผู้เยียวยานัดหมายมาวันนี้มาฉีดยา,หมอนัด
2311,ผมผู้เยียวยานัดหมายมา,หมอนัด
2312,ผมผู้เยียวยานัดพบวันนี้,หมอนัด
2313,ผมผู้เยียวยานัดพบวันนี้จะต้องรับการรักษา,หมอนัด
2314,ผมผู้เยียวยานัดพบวันนี้มารับยา,หมอนัด
2315,ผมผู้เยียวยานัดพบวันนี้มาฉีดยา,หมอนัด
2316,ผมผู้เยียวยานัดพบ,หมอนัด
2317,ผมผู้รักษาโรคนัดพบวันนี้,หมอนัด
2318,ผมผู้รักษาโรคนัดพบวันนี้จะต้องรับการรักษา,หมอนัด
2319,ผมผู้รักษาโรคนัดพบวันนี้มารับยา,หมอนัด
2320,ผมผู้รักษาโรคนัดพบวันนี้มาฉีดยา,หมอนัด
2321,ผมผู้รักษาโรคนัดพบ,หมอนัด
2322,ผมมาพบปะกับผู้รักษาโรควันนี้,หมอนัด
2323,ผมมาพบปะกับผู้รักษาโรควันนี้จะต้องรับการรักษา,หมอนัด
2324,ผมมาพบปะกับผู้รักษาโรควันนี้มารับยา,หมอนัด
2325,ผมมาพบปะกับผู้รักษาโรควันนี้มาฉีดยา,หมอนัด
2326,ผมมาพบปะกับผู้รักษาโรค,หมอนัด
2327,ผมผู้รักษาโรคเรียกมาวันนี้,หมอนัด
2328,ผมผู้รักษาโรคเรียกมาวันนี้จะต้องรับการรักษา,หมอนัด
2329,ผมผู้รักษาโรคเรียกมาวันนี้มารับยา,หมอนัด
2330,ผมผู้รักษาโรคเรียกมาวันนี้มาฉีดยา,หมอนัด
2331,ผมผู้รักษาโรคเรียกมา,หมอนัด
2332,ผมผู้รักษาโรคนัดหมายมาวันนี้,หมอนัด
2333,ผมผู้รักษาโรคนัดหมายมาวันนี้จะต้องรับการรักษา,หมอนัด
2334,ผมผู้รักษาโรคนัดหมายมาวันนี้มารับยา,หมอนัด
2335,ผมผู้รักษาโรคนัดหมายมาวันนี้มาฉีดยา,หมอนัด
2336,ผมผู้รักษาโรคนัดหมายมา,หมอนัด
2337,ผมผู้รักษาโรคนัดมาวันนี้,หมอนัด
2338,ผมผู้รักษาโรคนัดมาวันนี้จะต้องรับการรักษา,หมอนัด
2339,ผมผู้รักษาโรคนัดมาวันนี้มารับยา,หมอนัด
2340,ผมผู้รักษาโรคนัดมาวันนี้มาฉีดยา,หมอนัด
2341,ผมผู้รักษาโรคนัดมา,หมอนัด
2342,ผมผู้รักษาโรคนัดวันนี้,หมอนัด
2343,ผมผู้รักษาโรคนัดวันนี้จะต้องรับการรักษา,หมอนัด
2344,ผมผู้รักษาโรคนัดวันนี้มารับยา,หมอนัด
2345,ผมผู้รักษาโรคนัดวันนี้มาฉีดยา,หมอนัด
2346,ผมผู้รักษาโรคนัด,หมอนัด
2347,ผมมาพบผู้รักษาโรควันนี้,หมอนัด
2348,ผมมาพบผู้รักษาโรควันนี้จะต้องรับการรักษา,หมอนัด
2349,ผมมาพบผู้รักษาโรควันนี้มารับยา,หมอนัด
2350,ผมมาพบผู้รักษาโรควันนี้มาฉีดยา,หมอนัด
2351,ผมมาพบผู้รักษาโรค,หมอนัด
2352,ผมผู้รักษาโรคขอพบวันนี้,หมอนัด
2353,ผมผู้รักษาโรคขอพบวันนี้จะต้องรับการรักษา,หมอนัด
2354,ผมผู้รักษาโรคขอพบวันนี้มารับยา,หมอนัด
2355,ผมผู้รักษาโรคขอพบวันนี้มาฉีดยา,หมอนัด
2356,ผมผู้รักษาโรคขอพบ,หมอนัด
2357,ผมป่วยหมอนัด,หมอนัด
2358,หมอนัดผมมาครับ,หมอนัด
2359,หมอนัดให้มาวันนี้,หมอนัด
2360,หมอนัดมาโรงพยาบาลวันนี้ครับ,หมอนัด
2361,ผมป่วยแพทย์นัด,หมอนัด
2362,แพทย์นัดผมมาครับ,หมอนัด
2363,แพทย์นัดให้มาวันนี้,หมอนัด
2364,แพทย์นัดมาโรงพยาบาลวันนี้ครับ,หมอนัด
2365,วันนี้ผมมาหาหมอวันนี้,หมอนัด
2366,วันนี้ผมมาหาหมอวันนี้จะต้องรับการรักษา,หมอนัด
2367,วันนี้ผมมาหาหมอวันนี้มารับยา,หมอนัด
2368,วันนี้ผมมาหาหมอวันนี้มาฉีดยา,หมอนัด
2369,วันนี้ผมมาหาหมอ,หมอนัด
2370,วันนี้ผมหมอนัดวันนี้,หมอนัด
2371,วันนี้ผมหมอนัดวันนี้จะต้องรับการรักษา,หมอนัด
2372,วันนี้ผมหมอนัดวันนี้มารับยา,หมอนัด
2373,วันนี้ผมหมอนัดวันนี้มาฉีดยา,หมอนัด
2374,วันนี้ผมหมอนัด,หมอนัด
2375,วันนี้ผมหมอเรียกมาวันนี้,หมอนัด
2376,วันนี้ผมหมอเรียกมาวันนี้จะต้องรับการรักษา,หมอนัด
2377,วันนี้ผมหมอเรียกมาวันนี้มารับยา,หมอนัด
2378,วันนี้ผมหมอเรียกมาวันนี้มาฉีดยา,หมอนัด
2379,วันนี้ผมหมอเรียกมา,หมอนัด
2380,วันนี้ผมมาพบหมอวันนี้,หมอนัด
2381,วันนี้ผมมาพบหมอวันนี้จะต้องรับการรักษา,หมอนัด
2382,วันนี้ผมมาพบหมอวันนี้มารับยา,หมอนัด
2383,วันนี้ผมมาพบหมอวันนี้มาฉีดยา,หมอนัด
2384,วันนี้ผมมาพบหมอ,หมอนัด
2385,วันนี้ผมมาพบปะกับหมอวันนี้,หมอนัด
2386,วันนี้ผมมาพบปะกับหมอวันนี้จะต้องรับการรักษา,หมอนัด
2387,วันนี้ผมมาพบปะกับหมอวันนี้มารับยา,หมอนัด
2388,วันนี้ผมมาพบปะกับหมอวันนี้มาฉีดยา,หมอนัด
2389,วันนี้ผมมาพบปะกับหมอ,หมอนัด
2390,วันนี้ผมหมอนัดหมายมาวันนี้,หมอนัด
2391,วันนี้ผมหมอนัดหมายมาวันนี้จะต้องรับการรักษา,หมอนัด
2392,วันนี้ผมหมอนัดหมายมาวันนี้มารับยา,หมอนัด
2393,วันนี้ผมหมอนัดหมายมาวันนี้มาฉีดยา,หมอนัด
2394,วันนี้ผมหมอนัดหมายมา,หมอนัด
2395,วันนี้ผมหมอนัดพบวันนี้,หมอนัด
2396,วันนี้ผมหมอนัดพบวันนี้จะต้องรับการรักษา,หมอนัด
2397,วันนี้ผมหมอนัดพบวันนี้มารับยา,หมอนัด
2398,วันนี้ผมหมอนัดพบวันนี้มาฉีดยา,หมอนัด
2399,วันนี้ผมหมอนัดพบ,หมอนัด
2400,วันนี้ผมแพทย์นัดพบวันนี้,หมอนัด
2401,วันนี้ผมแพทย์นัดพบวันนี้จะต้องรับการรักษา,หมอนัด
2402,มีอาการปวดหัว,ป่วย
2403,มีอาการตัวร้อน,ป่วย
2404,มีอาการมีไข้,ป่วย
2405,มีอาการป่วย,ป่วย
2406,มีอาการท้องเสีย,ป่วย
2407,มีอาการเจ็บตามร่างกาย,ป่วย
2408,มีอาการเจ็บปวดตามร่างกาย,ป่วย
2409,มีอาการปวดตามร่างกาย,ป่วย
2410,มีอาการเจ็บฟัน,ป่วย
2411,มีอาการเจ็บเหงือก,ป่วย
2412,มีอาการปวดตา,ป่วย
2413,มีอาการเจ็บตา,ป่วย
2414,มีอาการปวดแขน,ป่วย
2415,มีอาการปวดขา,ป่วย
2416,มีอาการขาชา,ป่วย
2417,มีอาการแขนชา,ป่วย
2418,มีอาการมือชา,ป่วย
2419,มีอาการเหนื่อยง่าย,ป่วย
2420,มีอาการท้องเดิน,ป่วย
2421,มีอาการปวดหู,ป่วย
2422,มีอาการเสียงแหบ,ป่วย
2423,มีอาการปวดเอ็น,ป่วย
2424,มีอาการปวดคอ,ป่วย
2425,มีอาการปวดข้อ,ป่วย
2426,มีอาการเจ็บปาก,ป่วย
2427,มีอาการหอบ,ป่วย
2428,มีอาการตาเหลือง,ป่วย
2429,มีอาการตามัว,ป่วย
2430,มีอาการตาฝ้าฟาง,ป่วย
2431,มีอาการตาพร่ามัว,ป่วย
2432,มีอาการแขนขาไม่มีแรง,ป่วย
2433,มีอาการแขนไม่มีแรง,ป่วย
2434,มีอาการขาไม่มีแรง,ป่วย
2435,มีอาการอ่อนเพลีย,ป่วย
2436,มีอาการนอนไม่หลับ,ป่วย
2437,มีอาการอาเจียน,ป่วย
2438,มีอาการเลือดกำเดา,ป่วย
2439,มีอาการไมเกรน,ป่วย
2440,มีอาการท้องผูก,ป่วย
2441,มีอาการไอจาม,ป่วย
2442,มีอาการไอเป็นเลือด,ป่วย
2443,มีอาการกระสับกระส่าย,ป่วย
2444,มีอาการเบื่ออาหาร,ป่วย
2445,มีอาการเคืองตา,ป่วย
2446,มีอาการใจสั่น,ป่วย
2447,มีอาการตาแดง,ป่วย
2448,มีอาการหูอื้อ,ป่วย
2449,มีอาการน้ำหนักลด,ป่วย
2450,มีอาการคอบวม,ป่วย
2451,มีอาการตาบวม,ป่วย
2452,มีอาการปากบวม,ป่วย
2453,มีอาการเจ็บกล้ามเนื้อแขน,ป่วย
2454,มีอาการเจ็บกล้ามเนื้อขา,ป่วย
2455,มีอาการเจ็บกล้ามเนื้อน่อง,ป่วย
2456,มีอาการเจ็บกล้ามเนื้อคอ,ป่วย
2457,อาการมีปวดหัว,ป่วย
2458,อาการมีตัวร้อน,ป่วย
2459,อาการมีมีไข้,ป่วย
2460,อาการมีป่วย,ป่วย
2461,อาการมีท้องเสีย,ป่วย
2462,อาการมีเจ็บตามร่างกาย,ป่วย
2463,อาการมีเจ็บปวดตามร่างกาย,ป่วย
2464,อาการมีปวดตามร่างกาย,ป่วย
2465,อาการมีเจ็บฟัน,ป่วย
2466,อาการมีเจ็บเหงือก,ป่วย
2467,อาการมีปวดตา,ป่วย
2468,อาการมีเจ็บตา,ป่วย
2469,อาการมีปวดแขน,ป่วย
2470,อาการมีปวดขา,ป่วย
2471,อาการมีขาชา,ป่วย
2472,อาการมีแขนชา,ป่วย
2473,อาการมีมือชา,ป่วย
2474,อาการมีเหนื่อยง่าย,ป่วย
2475,อาการมีท้องเดิน,ป่วย
2476,อาการมีปวดหู,ป่วย
2477,อาการมีเสียงแหบ,ป่วย
2478,อาการมีปวดเอ็น,ป่วย
2479,อาการมีปวดคอ,ป่วย
2480,อาการมีปวดข้อ,ป่วย
2481,อาการมีเจ็บปาก,ป่วย
2482,อาการมีหอบ,ป่วย
2483,อาการมีตาเหลือง,ป่วย
2484,อาการมีตามัว,ป่วย
2485,อาการมีตาฝ้าฟาง,ป่วย
2486,อาการมีตาพร่ามัว,ป่วย
2487,อาการมีแขนขาไม่มีแรง,ป่วย
2488,อาการมีแขนไม่มีแรง,ป่วย
2489,อาการมีขาไม่มีแรง,ป่วย
2490,อาการมีอ่อนเพลีย,ป่วย
2491,อาการมีนอนไม่หลับ,ป่วย
2492,อาการมีอาเจียน,ป่วย
2493,อาการมีเลือดกำเดา,ป่วย
2494,อาการมีไมเกรน,ป่วย
2495,อาการมีท้องผูก,ป่วย
2496,อาการมีไอจาม,ป่วย
2497,อาการมีไอเป็นเลือด,ป่วย
2498,อาการมีกระสับกระส่าย,ป่วย
2499,อาการมีเบื่ออาหาร,ป่วย
2500,อาการมีเคืองตา,ป่วย
2501,อาการมีใจสั่น,ป่วย
2502,อาการมีตาแดง,ป่วย
2503,อาการมีหูอื้อ,ป่วย
2504,อาการมีน้ำหนักลด,ป่วย
2505,อาการมีคอบวม,ป่วย
2506,อาการมีตาบวม,ป่วย
2507,อาการมีปากบวม,ป่วย
2508,อาการมีเจ็บกล้ามเนื้อแขน,ป่วย
2509,อาการมีเจ็บกล้ามเนื้อขา,ป่วย
2510,อาการมีเจ็บกล้ามเนื้อน่อง,ป่วย
2511,อาการมีเจ็บกล้ามเนื้อคอ,ป่วย
2512,อาการปวดหัว,ป่วย
2513,อาการตัวร้อน,ป่วย
2514,อาการมีไข้,ป่วย
2515,อาการป่วย,ป่วย
2516,อาการท้องเสีย,ป่วย
2517,อาการเจ็บตามร่างกาย,ป่วย
2518,อาการเจ็บปวดตามร่างกาย,ป่วย
2519,อาการปวดตามร่างกาย,ป่วย
2520,อาการเจ็บฟัน,ป่วย
2521,อาการเจ็บเหงือก,ป่วย
2522,อาการปวดตา,ป่วย
2523,อาการเจ็บตา,ป่วย
2524,อาการปวดแขน,ป่วย
2525,อาการปวดขา,ป่วย
2526,อาการขาชา,ป่วย
2527,อาการแขนชา,ป่วย
2528,อาการมือชา,ป่วย
2529,อาการเหนื่อยง่าย,ป่วย
2530,อาการท้องเดิน,ป่วย
2531,อาการปวดหู,ป่วย
2532,อาการเสียงแหบ,ป่วย
2533,อาการปวดเอ็น,ป่วย
2534,อาการปวดคอ,ป่วย
2535,อาการปวดข้อ,ป่วย
2536,อาการเจ็บปาก,ป่วย
2537,อาการหอบ,ป่วย
2538,อาการตาเหลือง,ป่วย
2539,อาการตามัว,ป่วย
2540,อาการตาฝ้าฟาง,ป่วย
2541,อาการตาพร่ามัว,ป่วย
2542,อาการแขนขาไม่มีแรง,ป่วย
2543,อาการแขนไม่มีแรง,ป่วย
2544,อาการขาไม่มีแรง,ป่วย
2545,อาการอ่อนเพลีย,ป่วย
2546,อาการนอนไม่หลับ,ป่วย
2547,อาการอาเจียน,ป่วย
2548,อาการเลือดกำเดา,ป่วย
2549,อาการไมเกรน,ป่วย
2550,อาการท้องผูก,ป่วย
2551,อาการไอจาม,ป่วย
2552,อาการไอเป็นเลือด,ป่วย
2553,อาการกระสับกระส่าย,ป่วย
2554,อาการเบื่ออาหาร,ป่วย
2555,อาการเคืองตา,ป่วย
2556,อาการใจสั่น,ป่วย
2557,อาการตาแดง,ป่วย
2558,อาการหูอื้อ,ป่วย
2559,อาการน้ำหนักลด,ป่วย
2560,อาการคอบวม,ป่วย
2561,อาการตาบวม,ป่วย
2562,อาการปากบวม,ป่วย
2563,อาการเจ็บกล้ามเนื้อแขน,ป่วย
2564,อาการเจ็บกล้ามเนื้อขา,ป่วย
2565,อาการเจ็บกล้ามเนื้อน่อง,ป่วย
2566,อาการเจ็บกล้ามเนื้อคอ,ป่วย
2567,ปวดหัว,ป่วย
2568,ตัวร้อน,ป่วย
2569,มีไข้,ป่วย
2570,ป่วย,ป่วย
2571,ท้องเสีย,ป่วย
2572,เจ็บตามร่างกาย,ป่วย
2573,เจ็บปวดตามร่างกาย,ป่วย
2574,ปวดตามร่างกาย,ป่วย
2575,เจ็บฟัน,ป่วย
2576,เจ็บเหงือก,ป่วย
2577,ปวดตา,ป่วย
2578,เจ็บตา,ป่วย
2579,ปวดแขน,ป่วย
2580,ปวดขา,ป่วย
2581,ขาชา,ป่วย
2582,แขนชา,ป่วย
2583,มือชา,ป่วย
2584,เหนื่อยง่าย,ป่วย
2585,ท้องเดิน,ป่วย
2586,ปวดหู,ป่วย
2587,เสียงแหบ,ป่วย
2588,ปวดเอ็น,ป่วย
2589,ปวดคอ,ป่วย
2590,ปวดข้อ,ป่วย
2591,เจ็บปาก,ป่วย
2592,หอบ,ป่วย
2593,ตาเหลือง,ป่วย
2594,ตามัว,ป่วย
2595,ตาฝ้าฟาง,ป่วย
2596,ตาพร่ามัว,ป่วย
2597,แขนขาไม่มีแรง,ป่วย
2598,แขนไม่มีแรง,ป่วย
2599,ขาไม่มีแรง,ป่วย
2600,อ่อนเพลีย,ป่วย
2601,นอนไม่หลับ,ป่วย
2602,อาเจียน,ป่วย
2603,เลือดกำเดา,ป่วย
2604,ไมเกรน,ป่วย
2605,ท้องผูก,ป่วย
2606,ไอจาม,ป่วย
2607,ไอเป็นเลือด,ป่วย
2608,กระสับกระส่าย,ป่วย
2609,เบื่ออาหาร,ป่วย
2610,เคืองตา,ป่วย
2611,ใจสั่น,ป่วย
2612,ตาแดง,ป่วย
2613,หูอื้อ,ป่วย
2614,น้ำหนักลด,ป่วย
2615,คอบวม,ป่วย
2616,ตาบวม,ป่วย
2617,ปากบวม,ป่วย
2618,เจ็บกล้ามเนื้อแขน,ป่วย
2619,เจ็บกล้ามเนื้อขา,ป่วย
2620,เจ็บกล้ามเนื้อน่อง,ป่วย
2621,เจ็บกล้ามเนื้อคอ,ป่วย
2622,ผมมีอาการปวดหัว,ป่วย
2623,ผมมีอาการตัวร้อน,ป่วย
2624,ผมมีอาการมีไข้,ป่วย
2625,ผมมีอาการป่วย,ป่วย
2626,ผมมีอาการท้องเสีย,ป่วย
2627,ผมมีอาการเจ็บตามร่างกาย,ป่วย
2628,ผมมีอาการเจ็บปวดตามร่างกาย,ป่วย
2629,ผมมีอาการปวดตามร่างกาย,ป่วย
2630,ผมมีอาการเจ็บฟัน,ป่วย
2631,ผมมีอาการเจ็บเหงือก,ป่วย
2632,ผมมีอาการปวดตา,ป่วย
2633,ผมมีอาการเจ็บตา,ป่วย
2634,ผมมีอาการปวดแขน,ป่วย
2635,ผมมีอาการปวดขา,ป่วย
2636,ผมมีอาการขาชา,ป่วย
2637,ผมมีอาการแขนชา,ป่วย
2638,ผมมีอาการมือชา,ป่วย
2639,ผมมีอาการเหนื่อยง่าย,ป่วย
2640,ผมมีอาการท้องเดิน,ป่วย
2641,ผมมีอาการปวดหู,ป่วย
2642,ผมมีอาการเสียงแหบ,ป่วย
2643,ผมมีอาการปวดเอ็น,ป่วย
2644,ผมมีอาการปวดคอ,ป่วย
2645,ผมมีอาการปวดข้อ,ป่วย
2646,ผมมีอาการเจ็บปาก,ป่วย
2647,ผมมีอาการหอบ,ป่วย
2648,ผมมีอาการตาเหลือง,ป่วย
2649,ผมมีอาการตามัว,ป่วย
2650,ผมมีอาการตาฝ้าฟาง,ป่วย
2651,ผมมีอาการตาพร่ามัว,ป่วย
2652,ผมมีอาการแขนขาไม่มีแรง,ป่วย
2653,ผมมีอาการแขนไม่มีแรง,ป่วย
2654,ผมมีอาการขาไม่มีแรง,ป่วย
2655,ผมมีอาการอ่อนเพลีย,ป่วย
2656,ผมมีอาการนอนไม่หลับ,ป่วย
2657,ผมมีอาการอาเจียน,ป่วย
2658,ผมมีอาการเลือดกำเดา,ป่วย
2659,ผมมีอาการไมเกรน,ป่วย
2660,ผมมีอาการท้องผูก,ป่วย
2661,ผมมีอาการไอจาม,ป่วย
2662,ผมมีอาการไอเป็นเลือด,ป่วย
2663,ผมมีอาการกระสับกระส่าย,ป่วย
2664,ผมมีอาการเบื่ออาหาร,ป่วย
2665,ผมมีอาการเคืองตา,ป่วย
2666,ผมมีอาการใจสั่น,ป่วย
2667,ผมมีอาการตาแดง,ป่วย
2668,ผมมีอาการหูอื้อ,ป่วย
2669,ผมมีอาการน้ำหนักลด,ป่วย
2670,ผมมีอาการคอบวม,ป่วย
2671,ผมมีอาการตาบวม,ป่วย
2672,ผมมีอาการปากบวม,ป่วย
2673,ผมมีอาการเจ็บกล้ามเนื้อแขน,ป่วย
2674,ผมมีอาการเจ็บกล้ามเนื้อขา,ป่วย
2675,ผมมีอาการเจ็บกล้ามเนื้อน่อง,ป่วย
2676,ผมมีอาการเจ็บกล้ามเนื้อคอ,ป่วย
2677,ผมอาการมีปวดหัว,ป่วย
2678,ผมอาการมีตัวร้อน,ป่วย
2679,ผมอาการมีมีไข้,ป่วย
2680,ผมอาการมีป่วย,ป่วย
2681,ผมอาการมีท้องเสีย,ป่วย
2682,ผมอาการมีเจ็บตามร่างกาย,ป่วย
2683,ผมอาการมีเจ็บปวดตามร่างกาย,ป่วย
2684,ผมอาการมีปวดตามร่างกาย,ป่วย
2685,ผมอาการมีเจ็บฟัน,ป่วย
2686,ผมอาการมีเจ็บเหงือก,ป่วย
2687,ผมอาการมีปวดตา,ป่วย
2688,ผมอาการมีเจ็บตา,ป่วย
2689,ผมอาการมีปวดแขน,ป่วย
2690,ผมอาการมีปวดขา,ป่วย
2691,ผมอาการมีขาชา,ป่วย
2692,ผมอาการมีแขนชา,ป่วย
2693,ผมอาการมีมือชา,ป่วย
2694,ผมอาการมีเหนื่อยง่าย,ป่วย
2695,ผมอาการมีท้องเดิน,ป่วย
2696,ผมอาการมีปวดหู,ป่วย
2697,ผมอาการมีเสียงแหบ,ป่วย
2698,ผมอาการมีปวดเอ็น,ป่วย
2699,ผมอาการมีปวดคอ,ป่วย
2700,ผมอาการมีปวดข้อ,ป่วย
2701,ผมอาการมีเจ็บปาก,ป่วย
2702,ผมอาการมีหอบ,ป่วย
2703,ผมอาการมีตาเหลือง,ป่วย
2704,ผมอาการมีตามัว,ป่วย
2705,ผมอาการมีตาฝ้าฟาง,ป่วย
2706,ผมอาการมีตาพร่ามัว,ป่วย
2707,ผมอาการมีแขนขาไม่มีแรง,ป่วย
2708,ผมอาการมีแขนไม่มีแรง,ป่วย
2709,ผมอาการมีขาไม่มีแรง,ป่วย
2710,ผมอาการมีอ่อนเพลีย,ป่วย
2711,ผมอาการมีนอนไม่หลับ,ป่วย
2712,ผมอาการมีอาเจียน,ป่วย
2713,ผมอาการมีเลือดกำเดา,ป่วย
2714,ผมอาการมีไมเกรน,ป่วย
2715,ผมอาการมีท้องผูก,ป่วย
2716,ผมอาการมีไอจาม,ป่วย
2717,ผมอาการมีไอเป็นเลือด,ป่วย
2718,ผมอาการมีกระสับกระส่าย,ป่วย
2719,ผมอาการมีเบื่ออาหาร,ป่วย
2720,ผมอาการมีเคืองตา,ป่วย
2721,ผมอาการมีใจสั่น,ป่วย
2722,ผมอาการมีตาแดง,ป่วย
2723,ผมอาการมีหูอื้อ,ป่วย
2724,ผมอาการมีน้ำหนักลด,ป่วย
2725,ผมอาการมีคอบวม,ป่วย
2726,ผมอาการมีตาบวม,ป่วย
2727,ผมอาการมีปากบวม,ป่วย
2728,ผมอาการมีเจ็บกล้ามเนื้อแขน,ป่วย
2729,ผมอาการมีเจ็บกล้ามเนื้อขา,ป่วย
2730,ผมอาการมีเจ็บกล้ามเนื้อน่อง,ป่วย
2731,ผมอาการมีเจ็บกล้ามเนื้อคอ,ป่วย
2732,ผมอาการปวดหัว,ป่วย
2733,ผมอาการตัวร้อน,ป่วย
2734,ผมอาการมีไข้,ป่วย
2735,ผมอาการป่วย,ป่วย
2736,ผมอาการท้องเสีย,ป่วย
2737,ผมอาการเจ็บตามร่างกาย,ป่วย
2738,ผมอาการเจ็บปวดตามร่างกาย,ป่วย
2739,ผมอาการปวดตามร่างกาย,ป่วย
2740,ผมอาการเจ็บฟัน,ป่วย
2741,ผมอาการเจ็บเหงือก,ป่วย
2742,ผมอาการปวดตา,ป่วย
2743,ผมอาการเจ็บตา,ป่วย
2744,ผมอาการปวดแขน,ป่วย
2745,ผมอาการปวดขา,ป่วย
2746,ผมอาการขาชา,ป่วย
2747,ผมอาการแขนชา,ป่วย
2748,ผมอาการมือชา,ป่วย
2749,ผมอาการเหนื่อยง่าย,ป่วย
2750,ผมอาการท้องเดิน,ป่วย
2751,ผมอาการปวดหู,ป่วย
2752,ผมอาการเสียงแหบ,ป่วย
2753,ผมอาการปวดเอ็น,ป่วย
2754,ผมอาการปวดคอ,ป่วย
2755,ผมอาการปวดข้อ,ป่วย
2756,ผมอาการเจ็บปาก,ป่วย
2757,ผมอาการหอบ,ป่วย
2758,ผมอาการตาเหลือง,ป่วย
2759,ผมอาการตามัว,ป่วย
2760,ผมอาการตาฝ้าฟาง,ป่วย
2761,ผมอาการตาพร่ามัว,ป่วย
2762,ผมอาการแขนขาไม่มีแรง,ป่วย
2763,ผมอาการแขนไม่มีแรง,ป่วย
2764,ผมอาการขาไม่มีแรง,ป่วย
2765,ผมอาการอ่อนเพลีย,ป่วย
2766,ผมอาการนอนไม่หลับ,ป่วย
2767,ผมอาการอาเจียน,ป่วย
2768,ผมอาการเลือดกำเดา,ป่วย
2769,ผมอาการไมเกรน,ป่วย
2770,ผมอาการท้องผูก,ป่วย
2771,ผมอาการไอจาม,ป่วย
2772,ผมอาการไอเป็นเลือด,ป่วย
2773,ผมอาการกระสับกระส่าย,ป่วย
2774,ผมอาการเบื่ออาหาร,ป่วย
2775,ผมอาการเคืองตา,ป่วย
2776,ผมอาการใจสั่น,ป่วย
2777,ผมอาการตาแดง,ป่วย
2778,ผมอาการหูอื้อ,ป่วย
2779,ผมอาการน้ำหนักลด,ป่วย
2780,ผมอาการคอบวม,ป่วย
2781,ผมอาการตาบวม,ป่วย
2782,ผมอาการปากบวม,ป่วย
2783,ผมอาการเจ็บกล้ามเนื้อแขน,ป่วย
2784,ผมอาการเจ็บกล้ามเนื้อขา,ป่วย
2785,ผมอาการเจ็บกล้ามเนื้อน่อง,ป่วย
2786,ผมอาการเจ็บกล้ามเนื้อคอ,ป่วย
2787,ผมปวดหัว,ป่วย
2788,ผมตัวร้อน,ป่วย
2789,ผมมีไข้,ป่วย
2790,ผมป่วย,ป่วย
2791,ผมท้องเสีย,ป่วย
2792,ผมเจ็บตามร่างกาย,ป่วย
2793,ผมเจ็บปวดตามร่างกาย,ป่วย
2794,ผมปวดตามร่างกาย,ป่วย
2795,ผมเจ็บฟัน,ป่วย
2796,ผมเจ็บเหงือก,ป่วย
2797,ผมปวดตา,ป่วย
2798,ผมเจ็บตา,ป่วย
2799,ผมปวดแขน,ป่วย
2800,ผมปวดขา,ป่วย
2801,ผมขาชา,ป่วย
2802,ผมแขนชา,ป่วย
2803,ผมมือชา,ป่วย
2804,ผมเหนื่อยง่าย,ป่วย
2805,ผมท้องเดิน,ป่วย
2806,ผมปวดหู,ป่วย
2807,ผมเสียงแหบ,ป่วย
2808,ผมปวดเอ็น,ป่วย
2809,ผมปวดคอ,ป่วย
2810,ผมปวดข้อ,ป่วย
2811,ผมเจ็บปาก,ป่วย
2812,ผมหอบ,ป่วย
2813,ผมตาเหลือง,ป่วย
2814,ผมตามัว,ป่วย
2815,ผมตาฝ้าฟาง,ป่วย
2816,ผมตาพร่ามัว,ป่วย
2817,ผมแขนขาไม่มีแรง,ป่วย
2818,ผมแขนไม่มีแรง,ป่วย
2819,ผมขาไม่มีแรง,ป่วย
2820,ผมอ่อนเพลีย,ป่วย
2821,ผมนอนไม่หลับ,ป่วย
2822,ผมอาเจียน,ป่วย
2823,ผมเลือดกำเดา,ป่วย
2824,ผมไมเกรน,ป่วย
2825,ผมท้องผูก,ป่วย
2826,ผมไอจาม,ป่วย
2827,ผมไอเป็นเลือด,ป่วย
2828,ผมกระสับกระส่าย,ป่วย
2829,ผมเบื่ออาหาร,ป่วย
2830,ผมเคืองตา,ป่วย
2831,ผมใจสั่น,ป่วย
2832,ผมตาแดง,ป่วย
2833,ผมหูอื้อ,ป่วย
2834,ผมน้ำหนักลด,ป่วย
2835,ผมคอบวม,ป่วย
2836,ผมตาบวม,ป่วย
2837,ผมปากบวม,ป่วย
2838,ผมเจ็บกล้ามเนื้อแขน,ป่วย
2839,ผมเจ็บกล้ามเนื้อขา,ป่วย
2840,ผมเจ็บกล้ามเนื้อน่อง,ป่วย
2841,ผมเจ็บกล้ามเนื้อคอ,ป่วย
2842,ฉันมีอาการปวดหัว,ป่วย
2843,ฉันมีอาการตัวร้อน,ป่วย
2844,ฉันมีอาการมีไข้,ป่วย
2845,ฉันมีอาการป่วย,ป่วย
2846,ฉันมีอาการท้องเสีย,ป่วย
2847,ฉันมีอาการเจ็บตามร่างกาย,ป่วย
